year,month,date,time,location,indicator,unit,value,latitude,longitude
2019,July,11/7/2019,19:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,713,17.540891,78.358528
2019,July,11/7/2019,19:00,BollaIDA Pashamylaram Industrial Area,RF,mm,0,17.540891,78.358528
2019,July,11/7/2019,19:00,Central University,CO,mg/m³,0.37785,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,Ozone,µg/m³,21.952,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,SO2,µg/m³,0.1834,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,PM2.5,µg/m³,6,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,PM10,µg/m³,22,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,Benzene,µg/m³,0.9251,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,Toluene,µg/m³,2.8652,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,Xylene,µg/m³,0.5642,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,AT,°C,23.3,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,RH,%,81.3,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,WS,m/s,1.1,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,WD,°,264,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,SR,W/m²,3,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,BP,mmHg,705,17.460103,78.334361
2019,July,11/7/2019,19:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,19:00,ICRISAT Patancheru,CO,mg/m³,0.1145,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,Ozone,µg/m³,21.1092,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,NO,µg/m³,0.7134,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,NO2,µg/m³,7.238,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,NOx,ppb,4.43,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,NH3,µg/m³,4.277,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,SO2,µg/m³,3.3798,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,PM2.5,µg/m³,19,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,PM10,µg/m³,22,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,Benzene,µg/m³,0.06,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,Toluene,µg/m³,0.68,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,Xylene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,AT,°C,27.89,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,RH,%,85.04,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,WS,m/s,0.42,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,WD,°,162,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,SR,W/m²,19.7,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,BP,mmHg,725,17.514423,78.274611
2019,July,11/7/2019,19:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.51525,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,6.4288,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,1.31,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,21,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,38,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,26.9,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,76.4,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,0.9,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,199,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,15,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,BP,mmHg,708,17.527465,78.176807
2019,July,11/7/2019,19:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RF,mm,0,17.527465,78.176807
2019,July,11/7/2019,19:00,Sanathnagar,CO,mg/m³,0.7786,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,Ozone,µg/m³,2.744,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,NO,µg/m³,5.781,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,NO2,µg/m³,22.748,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,NOx,ppb,16.8,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,SO2,µg/m³,4.978,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,PM2.5,µg/m³,28,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,Benzene,µg/m³,0.2871,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,Toluene,µg/m³,1.5834,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,Xylene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,AT,°C,24.16,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,RH,%,77.63,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,BP,mmHg,706,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,SR,W/m²,2,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,WD,°,227,17.457121,78.443493
2019,July,11/7/2019,19:00,Sanathnagar,WS,m/s,1.58,17.457121,78.443493
2019,July,11/7/2019,19:00,Zoo Park,CO,mg/m³,0.21755,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,Ozone,µg/m³,30.772,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,NO,µg/m³,0.246,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,NO2,µg/m³,15.98,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,NOx,ppb,8.6,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,NH3,µg/m³,5.88,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,SO2,µg/m³,2.2794,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,PM2.5,µg/m³,15,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,PM10,µg/m³,25,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,Benzene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,Toluene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,Xylene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,AT,°C,27.3,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,RH,%,73.3,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,WS,m/s,0.7,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,WD,°,260,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,SR,W/m²,35,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,BP,mmHg,704,17.349694,78.451437
2019,July,11/7/2019,19:00,Zoo Park,RF,mm,0,17.349694,78.451437
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.44655,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,12.642,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,NO,µg/m³,2.3616,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,NO2,µg/m³,27.8804,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,NOx,ppb,16.73,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,NH3,µg/m³,25.158,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,SO2,µg/m³,29.0296,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,38,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,PM10,µg/m³,70,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0.1276,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,3.2799,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,AT,°C,24.63,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,RH,%,81.4,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,WS,m/s,1.8,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,WD,°,297,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,SR,W/m²,16,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,713,17.540891,78.358528
2019,July,11/7/2019,20:00,BollaIDA Pashamylaram Industrial Area,RF,mm,1,17.540891,78.358528
2019,July,11/7/2019,20:00,Central University,CO,mg/m³,0.44655,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,Ozone,µg/m³,18.62,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,SO2,µg/m³,0.7336,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,PM2.5,µg/m³,10,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,PM10,µg/m³,19,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,Benzene,µg/m³,0.7656,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,Toluene,µg/m³,1.9981,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,Xylene,µg/m³,0.3906,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,AT,°C,23.5,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,RH,%,81.6,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,WS,m/s,2,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,WD,°,252,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,SR,W/m²,3,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,BP,mmHg,705,17.460103,78.334361
2019,July,11/7/2019,20:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,20:00,ICRISAT Patancheru,CO,mg/m³,0.229,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,Ozone,µg/m³,13.72,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,NO,µg/m³,1.5252,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,NO2,µg/m³,15.9612,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,NOx,ppb,9.72,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,NH3,µg/m³,4.669,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,SO2,µg/m³,3.3012,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,PM2.5,µg/m³,25,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,PM10,µg/m³,55,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,Benzene,µg/m³,0.09,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,Toluene,µg/m³,0.88,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,Xylene,µg/m³,0.01,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,AT,°C,27.87,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,RH,%,85.08,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,WS,m/s,1.05,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,WD,°,194,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,SR,W/m²,19.76,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,BP,mmHg,725,17.514423,78.274611
2019,July,11/7/2019,20:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.60685,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,3.9004,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,2.4366,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,38,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,87,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,26.2,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,76.6,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,3.2,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,298,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,6,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,BP,mmHg,709,17.527465,78.176807
2019,July,11/7/2019,20:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RF,mm,0,17.527465,78.176807
2019,July,11/7/2019,20:00,Sanathnagar,CO,mg/m³,1.1908,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,Ozone,µg/m³,3.136,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,NO,µg/m³,6.396,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,NO2,µg/m³,28.2,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,NOx,ppb,20.2,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,SO2,µg/m³,5.764,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,PM2.5,µg/m³,35,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,Benzene,µg/m³,0.5104,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,Toluene,µg/m³,1.5834,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,Xylene,µg/m³,0.1736,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,AT,°C,24.27,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,RH,%,79.6,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,BP,mmHg,707,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,SR,W/m²,2,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,WD,°,192,17.457121,78.443493
2019,July,11/7/2019,20:00,Sanathnagar,WS,m/s,1.51,17.457121,78.443493
2019,July,11/7/2019,20:00,Zoo Park,CO,mg/m³,0.2977,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,Ozone,µg/m³,24.108,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,NO,µg/m³,0.369,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,NO2,µg/m³,18.048,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,NOx,ppb,9.9,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,NH3,µg/m³,6.09,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,SO2,µg/m³,2.8558,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,PM2.5,µg/m³,18,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,PM10,µg/m³,32,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,Benzene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,Toluene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,Xylene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,AT,°C,27.5,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,RH,%,70.6,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,WS,m/s,1,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,WD,°,298,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,SR,W/m²,32,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,BP,mmHg,705,17.349694,78.451437
2019,July,11/7/2019,20:00,Zoo Park,RF,mm,0,17.349694,78.451437
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.4122,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,17.346,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,NO,µg/m³,3.8745,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,NO2,µg/m³,22.7668,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,NOx,ppb,15.27,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,NH3,µg/m³,84.644,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,SO2,µg/m³,28.8986,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,60,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,PM10,µg/m³,95,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0.1276,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,4.7502,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,AT,°C,23.13,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,RH,%,83.2,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,WS,m/s,3.5,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,WD,°,281,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,SR,W/m²,17,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,714,17.540891,78.358528
2019,July,11/7/2019,21:00,BollaIDA Pashamylaram Industrial Area,RF,mm,11,17.540891,78.358528
2019,July,11/7/2019,21:00,Central University,CO,mg/m³,0.35495,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,Ozone,µg/m³,26.068,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,SO2,µg/m³,1.048,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,PM2.5,µg/m³,8,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,PM10,µg/m³,12,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,Benzene,µg/m³,0.8932,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,Toluene,µg/m³,2.9406,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,Xylene,µg/m³,0.4774,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,AT,°C,21.6,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,RH,%,84.9,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,WS,m/s,3,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,WD,°,287,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,SR,W/m²,3,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,BP,mmHg,706,17.460103,78.334361
2019,July,11/7/2019,21:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,21:00,ICRISAT Patancheru,CO,mg/m³,0.33205,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,Ozone,µg/m³,22.4616,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,NO,µg/m³,0.5412,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,NO2,µg/m³,6.7492,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,NOx,ppb,4.04,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,NH3,µg/m³,4.501,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,SO2,µg/m³,3.5108,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,PM2.5,µg/m³,13,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,PM10,µg/m³,23,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,Benzene,µg/m³,0.17,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,Toluene,µg/m³,1.42,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,Xylene,µg/m³,0.1,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,AT,°C,26.42,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,RH,%,88.3,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,WS,m/s,1.38,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,WD,°,288,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,SR,W/m²,19.87,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,BP,mmHg,727,17.514423,78.274611
2019,July,11/7/2019,21:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.42365,17.527465,78.176807
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,8.5652,17.527465,78.176807
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,1.4672,17.527465,78.176807
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,21,17.527465,78.176807
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,30,17.527465,78.176807
2019,July,11/7/2019,21:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
